score,gate,idx,type,label,head,head_type,tail,tail_type,head_start,head_end,tail_start,tail_end,train_type_freq,unique_source_count,weighted_support,trigger_score,trigger_hits,base_sample_rel_count,sources,context
2.75,review,378,CROSS-CON-GENE,CON,F-2:3 populations,CROSS,resistance gene,GENE,44,61,82,97,0,1,0.25,1,population,0,submit_v38_llm_no_rel.json,The SNP marker Pc94-SNP1a was tested on two F-2:3 populations segregating for the resistance gene. The map distances between the SNP marker and Pc94 were 2.1 and 5.4 cM in the two populations.
2.75,review,380,GENE-OCI-CROP,OCI,SiCOL genes,GENE,foxtail millet,CROP,64,75,79,93,0,1,0.25,1,expression,0,submit_v38_llm_no_rel.json,"Tissue-specific expression analysis showed expression of all 11 SiCOL genes in foxtail millet tissues, especially leaves and panicles. Collinearity analysis identified 14 syntenic gene pairs in foxtail millet and rice."
2.75,review,18,TRT-HAS-CROP,HAS,Hull color (HC),TRT,foxtail millet,CROP,0,15,63,77,0,1,0.25,1,with,1,submit_v43_llm_boost.json,"Hull color (HC) is a major indicator of nutritional quality in foxtail millet. To identify the gene or QTL for HC, RAD-seq analysis was used to reveal genome-wide SNPs and genotype the F-2 progeny from a cross between cultivar Heizhigu with green HC and"
2.75,review,63,QTL-LOI-CROSS,LOI,QTL,QTL,mapping population,CROSS,270,273,210,228,0,1,0.25,1,mapping,1,submit_v43_llm_boost.json,"with reduced efficiency. Using the high-quality genome assemblies of both parents of the mapping population, three candidate genes underlying the 6H QTL were predicted based on orthologous analysis."
2.75,review,89,QTL-LOI-BM,LOI,qTFRYM-7H,QTL,GWAS,BM,20,29,84,88,0,1,0.25,1,linkage,2,submit_v43_llm_boost.json,A novel QTL qRYM-7H/qTFRYM-7H for barley yellow mosaic resistance was identified by GWAS and linkage analysis. Candidate genes for qRYM-7H/qTFRYM-7H were predicted based on transcriptome sequencing and qPCR analysis.
2.75,review,89,QTL-LOI-BM,LOI,qRYM-7H,QTL,transcriptome sequencing,BM,12,19,173,197,0,1,0.25,1,linkage,2,submit_v43_llm_boost.json,A novel QTL qRYM-7H/qTFRYM-7H for barley yellow mosaic resistance was identified by GWAS and linkage analysis. Candidate genes for qRYM-7H/qTFRYM-7H were predicted based on transcriptome sequencing and qPCR analysis.
2.75,review,89,QTL-LOI-BM,LOI,qRYM-7H,QTL,qPCR analysis,BM,12,19,202,215,0,1,0.25,1,linkage,2,submit_v43_llm_boost.json,A novel QTL qRYM-7H/qTFRYM-7H for barley yellow mosaic resistance was identified by GWAS and linkage analysis. Candidate genes for qRYM-7H/qTFRYM-7H were predicted based on transcriptome sequencing and qPCR analysis.
2.75,review,89,QTL-LOI-BM,LOI,qTFRYM-7H,QTL,transcriptome sequencing,BM,20,29,173,197,0,1,0.25,1,linkage,2,submit_v43_llm_boost.json,A novel QTL qRYM-7H/qTFRYM-7H for barley yellow mosaic resistance was identified by GWAS and linkage analysis. Candidate genes for qRYM-7H/qTFRYM-7H were predicted based on transcriptome sequencing and qPCR analysis.
2.75,review,89,QTL-LOI-BM,LOI,qTFRYM-7H,QTL,qPCR analysis,BM,20,29,202,215,0,1,0.25,1,linkage,2,submit_v43_llm_boost.json,A novel QTL qRYM-7H/qTFRYM-7H for barley yellow mosaic resistance was identified by GWAS and linkage analysis. Candidate genes for qRYM-7H/qTFRYM-7H were predicted based on transcriptome sequencing and qPCR analysis.
2.75,review,89,QTL-LOI-BM,LOI,qRYM-7H,QTL,GWAS,BM,12,19,84,88,0,1,0.25,1,linkage,2,submit_v43_llm_boost.json,A novel QTL qRYM-7H/qTFRYM-7H for barley yellow mosaic resistance was identified by GWAS and linkage analysis. Candidate genes for qRYM-7H/qTFRYM-7H were predicted based on transcriptome sequencing and qPCR analysis.
2.75,review,121,QTL-LOI-CROSS,LOI,QTLs,QTL,RIL population,CROSS,309,313,358,372,0,1,0.25,1,mapped,2,submit_v43_llm_boost.json,"id detergent fiber (ADF), acid detergent lignin (ADL), and hemicellulose (HC) content. 19 QTLs controlling these traits were mapped in the RIL population between sorghum Tx623A and sudangrass Sa."
2.75,review,21,VAR-AFF-ABS,AFF,drought-tolerant quinoa genotype Dianli 129,VAR,Drought stress,ABS,74,117,0,14,0,1,0.25,1,affect,1,submit_v9_targeted.json,Drought stress affects quinoa (Chenopodium quinoa Willd.) production. The drought-tolerant quinoa genotype Dianli 129 was screened. Its seedling leaves were studied after drought and rewatering treatments using transcriptomics and targeted metabolomics.
2.75,review,80,BM-AFF-ABS,AFF,polyethylene glycol,BM,drought stress,ABS,122,141,160,174,0,1,0.25,1,resistance,4,submit_v9_targeted.json,three-leaf stage was used to investigate drought resistance. Seedlings were treated with polyethylene glycol (PEG) to simulate drought stress. Photosynthetic parameters and physicochemical indices were measured at 6 h and 12 h and compared to the control at 0 h.
2.75,review,115,TRT-AFF-BM,AFF,stress resistance,TRT,domestication,BM,239,256,53,66,0,1,0.25,1,resistance,0,submit_v9_targeted.json,"A total of 2155 and 3033 candidate genes involved in domestication, and 84 and 180 candidate genes related to improvement, were identified at the seedling and filling stages of broomcorn millet, respectively. Genes related to metabolites, stress resistance, and plant hormones were widely selected during domestication and improvement. Some genes were exclusively selected in either domestication or improvement stages. Higher se"
2.75,review,115,TRT-AFF-BM,AFF,stress resistance,TRT,improvement,BM,239,256,110,121,0,1,0.25,1,resistance,0,submit_v9_targeted.json,"3033 candidate genes involved in domestication, and 84 and 180 candidate genes related to improvement, were identified at the seedling and filling stages of broomcorn millet, respectively. Genes related to metabolites, stress resistance, and plant hormones were widely selected during domestication and improvement. Some genes were exclusively selected in either domestication or improvement stages. Higher se"
2.75,review,115,TRT-AFF-BM,AFF,plant hormones,TRT,domestication,BM,262,276,53,66,0,1,0.25,1,resistance,0,submit_v9_targeted.json,"A total of 2155 and 3033 candidate genes involved in domestication, and 84 and 180 candidate genes related to improvement, were identified at the seedling and filling stages of broomcorn millet, respectively. Genes related to metabolites, stress resistance, and plant hormones were widely selected during domestication and improvement. Some genes were exclusively selected in either domestication or improvement stages. Higher selection pressure was de"
2.75,review,115,TRT-AFF-BM,AFF,plant hormones,TRT,improvement,BM,262,276,110,121,0,1,0.25,1,resistance,0,submit_v9_targeted.json,"3033 candidate genes involved in domestication, and 84 and 180 candidate genes related to improvement, were identified at the seedling and filling stages of broomcorn millet, respectively. Genes related to metabolites, stress resistance, and plant hormones were widely selected during domestication and improvement. Some genes were exclusively selected in either domestication or improvement stages. Higher selection pressure was de"
2.75,review,115,TRT-AFF-BM,AFF,metabolites,TRT,domestication,BM,226,237,53,66,0,1,0.25,1,resistance,0,submit_v9_targeted.json,"A total of 2155 and 3033 candidate genes involved in domestication, and 84 and 180 candidate genes related to improvement, were identified at the seedling and filling stages of broomcorn millet, respectively. Genes related to metabolites, stress resistance, and plant hormones were widely selected during domestication and improvement. Some genes were exclusively selected in either domestication or improvement stag"
2.75,review,115,TRT-AFF-BM,AFF,metabolites,TRT,improvement,BM,226,237,110,121,0,1,0.25,1,resistance,0,submit_v9_targeted.json,"3033 candidate genes involved in domestication, and 84 and 180 candidate genes related to improvement, were identified at the seedling and filling stages of broomcorn millet, respectively. Genes related to metabolites, stress resistance, and plant hormones were widely selected during domestication and improvement. Some genes were exclusively selected in either domestication or improvement stag"
2.75,review,175,MRK-CON-CROP,CON,marker,MRK,barley,CROP,5,11,23,29,0,1,0.25,1,cross,1,submit_v9_targeted.json,This marker identifies barley chasmogamous lines with large GOA. The two minor QTLs were validated at three locations across two seasons after removing DH lines carrying the candidate gene Cly1 of QGOA-2H-2.
2.75,review,175,MRK-CON-VAR,CON,marker,MRK,chasmogamous lines,VAR,5,11,30,48,0,1,0.25,1,cross,1,submit_v9_targeted.json,This marker identifies barley chasmogamous lines with large GOA. The two minor QTLs were validated at three locations across two seasons after removing DH lines carrying the candidate gene Cly1 of QGOA-2H-2.
2.75,review,192,CHR-LOI-TRT,LOI,Genomic regions,CHR,drought tolerance,TRT,0,15,59,76,0,1,0.25,1,region,7,submit_v9_targeted.json,"Genomic regions controlling germination and early seedling drought tolerance in Setaria were identified using 190 F-7 lines from a cross between Yugu1, a S. italica cultivar, and a wild S. viridis genotype. Quantitative trait loci were identified fo"
2.75,review,219,QTL-AFF-GENE,AFF,Rphq2,QTL,peroxidases,GENE,0,5,29,40,0,1,0.25,1,resistance,0,submit_v9_targeted.json,"Rphq2 candidate genes encode peroxidases, kinases and a seven-in-absentia protein family member. Rphq2 is not an NB-LRR gene family member and does not resemble previously cloned partial resistance genes."
2.75,review,219,QTL-AFF-GENE,AFF,Rphq2,QTL,kinases,GENE,0,5,42,49,0,1,0.25,1,resistance,0,submit_v9_targeted.json,"Rphq2 candidate genes encode peroxidases, kinases and a seven-in-absentia protein family member. Rphq2 is not an NB-LRR gene family member and does not resemble previously cloned partial resistance genes."
2.75,review,219,QTL-AFF-GENE,AFF,Rphq2,QTL,seven-in-absentia protein family member,GENE,0,5,56,95,0,1,0.25,1,resistance,0,submit_v9_targeted.json,"Rphq2 candidate genes encode peroxidases, kinases and a seven-in-absentia protein family member. Rphq2 is not an NB-LRR gene family member and does not resemble previously cloned partial resistance genes."
2.75,review,253,ABS-AFF-BIS,AFF,Salicylic acid,ABS,YSA-infested,BIS,53,67,98,110,0,1,0.25,1,increased,2,submit_v9_targeted.json,Jasmonic acid levels increased under GB infestation. Salicylic acid levels increased at 15 DAI in YSA-infested plants. Metabolite levels were altered by aphid infestation.
2.75,review,316,CROP-AFF-ABS,AFF,Sorghum,CROP,drought,ABS,0,7,34,41,0,1,0.25,1,tolerance,1,submit_v9_targeted.json,"Sorghum landraces have evolved in drought-prone regions. The genetics of their adaptation is poorly understood. This study sought to identify novel drought-tolerance loci and test the role of known loci, including those unde"
2.75,review,334,QTL-AFF-ABS,AFF,QTL,QTL,terminal heat-stress,ABS,39,42,117,137,0,1,0.25,1,associated,2,submit_v9_targeted.json,"Composite interval mapping detected 10 QTL for SG on chromosomes 3H, 4H, 5H, 6H and 7H. Six QTL were associated with terminal heat-stress and four with terminal water-stress. These QTL are novel for barley and not co-located with previously reported stress-response QTL."
2.75,review,334,QTL-AFF-ABS,AFF,QTL,QTL,terminal water-stress,ABS,39,42,152,173,0,1,0.25,1,associated,2,submit_v9_targeted.json,"Composite interval mapping detected 10 QTL for SG on chromosomes 3H, 4H, 5H, 6H and 7H. Six QTL were associated with terminal heat-stress and four with terminal water-stress. These QTL are novel for barley and not co-located with previously reported stress-response QTL."
2.75,review,388,CHR-LOI-MRK,LOI,OM linkage groups,CHR,KO map,MRK,97,114,166,172,0,1,0.25,1,linkage,0,submit_v9_targeted.json,"utative homoeologous groups (OM7, OM8, OM18; OM2, OM23; OM13, OM16) were identified. Nine OM linkage groups were homologous to linkage groups in the published KO map."
2.7375,review,269,ABS-AFF-CROP,AFF,heat,ABS,Sorghum,CROP,114,118,0,7,19,2,0.5,0,,9,submit_v9_clean.json;submit_v9_targeted.json,"Sorghum grain yield is low in arid and semi-arid regions due to a lack of improved varieties tolerant to drought, heat, and biotic constraints. Integrative breeding for early maturity, high harvest index, and water use efficiency improves sorghum productivity and mitigates drought effects."
2.7375,review,269,ABS-AFF-CROP,AFF,drought,ABS,Sorghum,CROP,105,112,0,7,19,2,0.5,0,,9,submit_v9_clean.json;submit_v9_targeted.json,"Sorghum grain yield is low in arid and semi-arid regions due to a lack of improved varieties tolerant to drought, heat, and biotic constraints. Integrative breeding for early maturity, high harvest index, and water use efficiency improves sorghum productivity and mitigates drought effects."
2.7,review,59,GENE-HAS-TRT,HAS,powdery mildew resistance genes,GENE,powdery mildew resistance,TRT,146,177,146,171,16,2,0.5,0,,3,submit_ensemble.json;submit_v6_rag.json,"to at least one of five isolates. Almost all previously reported chromosomal regions for powdery mildew resistance genes were detected, plus a possible additional locus on chromosome 7."
2.7,review,194,GENE-HAS-TRT,HAS,AtOAT,GENE,tolerance,TRT,12,17,109,118,16,2,0.5,0,,7,submit_ensemble.json;submit_v6_rag.json,An OAT gene AtOAT from Arabidopsis was expressed in wheat. AtOAT expression enhanced drought and salt stress tolerance in wheat by increasing proline content and peroxidase activity.
2.7,review,214,GENE-HAS-TRT,HAS,SiEUL gene family members,GENE,transcriptional activity,TRT,25,50,186,210,16,2,0.5,0,,2,submit_ensemble.json;submit_v6_rag.json,"The study identified six SiEUL gene family members in foxtail millet. Analysis covered their properties, evolution, protein structures, chromosomal locations, promoter cis-elements, and transcriptional activity across tissues and developmental stages."
2.7,review,321,GENE-HAS-TRT,HAS,crown rust resistance gene Pc54,GENE,crown rust resistance,TRT,30,61,30,51,16,2,0.5,0,,1,submit_ensemble.json;submit_v6_rag.json,The oat line Pc54 carries the crown rust resistance gene Pc54 and an unknown gene effective against powdery mildew. Two recombinant inbred line (RIL) populations were developed to identify the genomic locations of these
2.7,review,321,GENE-HAS-TRT,HAS,crown rust resistance gene Pc54,GENE,crown rust,TRT,30,61,30,40,16,2,0.5,0,,1,submit_ensemble.json;submit_v7_cicl_v2.json,The oat line Pc54 carries the crown rust resistance gene Pc54 and an unknown gene effective against powdery mildew. Two recombinant inbred line (RIL) populations were developed to identify the genomic locations of these
2.7,review,324,GENE-HAS-TRT,HAS,VaAP2-s4,GENE,SDT,TRT,148,156,160,163,16,2,0.5,0,,2,submit_ensemble.json;submit_v7_cicl_v2.json,"were identified in adzuki bean. Candidate genes VaAP2/ERF.81 and VaAP2/ERF.82 of SD100WT, VaAP2-s4 of SDT, and VaAP2/ERF.86 of LFMW were found. A candidate gene VaUGT for black seed coat color was identified."
2.7,review,324,GENE-HAS-TRT,HAS,VaAP2/ERF.86,GENE,LFMW,TRT,169,181,185,189,16,2,0.5,0,,2,submit_ensemble.json;submit_v7_cicl_v2.json,"zuki bean. Candidate genes VaAP2/ERF.81 and VaAP2/ERF.82 of SD100WT, VaAP2-s4 of SDT, and VaAP2/ERF.86 of LFMW were found. A candidate gene VaUGT for black seed coat color was identified."
2.6875,review,175,GENE-LOI-QTL,LOI,candidate gene Cly1,GENE,QGOA-2H-2,QTL,174,193,197,206,15,2,0.5,0,,1,submit_ensemble.json;submit_v6_rag.json,were validated at three locations across two seasons after removing DH lines carrying the candidate gene Cly1 of QGOA-2H-2.
2.6875,review,212,MRK-CON-MRK,CON,TP6337,MRK,TP518,MRK,174,180,207,212,15,2,0.5,0,,0,submit_ensemble.json;submit_v7_cicl_v2.json,d 27.6% and 28.9% phenotypic variance in two seasons. The QTL was close to the SNP marker TP6337 (MRK) and flanked by SNPs TP518 (MRK) and TP1280 (MRK).
2.6875,review,212,MRK-CON-MRK,CON,TP6337,MRK,TP1280,MRK,174,180,223,229,15,2,0.5,0,,0,submit_ensemble.json;submit_v7_cicl_v2.json,d 27.6% and 28.9% phenotypic variance in two seasons. The QTL was close to the SNP marker TP6337 (MRK) and flanked by SNPs TP518 (MRK) and TP1280 (MRK).
2.6875,review,324,GENE-LOI-QTL,LOI,VaAP2-s4,GENE,SDT,QTL,148,156,160,163,15,2,0.5,0,,2,submit_ensemble.json;submit_v6_rag.json,"were identified in adzuki bean. Candidate genes VaAP2/ERF.81 and VaAP2/ERF.82 of SD100WT, VaAP2-s4 of SDT, and VaAP2/ERF.86 of LFMW were found. A candidate gene VaUGT for black seed coat color was identified."
2.6875,review,324,GENE-LOI-QTL,LOI,VaAP2/ERF.86,GENE,LFMW,QTL,169,181,185,189,15,2,0.5,0,,2,submit_ensemble.json;submit_v6_rag.json,"zuki bean. Candidate genes VaAP2/ERF.81 and VaAP2/ERF.82 of SD100WT, VaAP2-s4 of SDT, and VaAP2/ERF.86 of LFMW were found. A candidate gene VaUGT for black seed coat color was identified."
2.6875,review,295,GENE-AFF-ABS,AFF,13 genes,GENE,ABA,ABS,214,222,274,277,15,2,0.5,0,,0,submit_optimized.json;submit_v3.json,"hich are binding motifs of ABI3/VP1 and ABI5. Transcription factor annotation showed that 13 genes in bHLH, MADS-box, G2-like and NF-YB families were ABA-repressed, and five genes in B3, bZIP, GATA and LBD families were ABA-induced. Expression levels of 53 key homologs involved in seed dormancy and germination regulation were changed."
2.6875,review,295,GENE-AFF-ABS,AFF,five genes,GENE,ABA,ABS,293,303,274,277,15,2,0.5,0,,0,submit_optimized.json;submit_v3.json,"factor annotation showed that 13 genes in bHLH, MADS-box, G2-like and NF-YB families were ABA-repressed, and five genes in B3, bZIP, GATA and LBD families were ABA-induced. Expression levels of 53 key homologs involved in seed dormancy and germination regulation were changed."
2.6875,review,323,GENE-AFF-ABS,AFF,HKT,GENE,Na+,ABS,0,3,15,18,15,2,0.5,0,,2,submit_optimized.json;submit_v3.json,"HKT restricted Na+ and promoted K+ transport to shoots, maintaining K+/Na+. The expression levels of CAX, ACA, CML, CaM, and CDPK were higher in Qingyongjiu 195 than in 709."
2.6875,review,323,GENE-AFF-ABS,AFF,HKT,GENE,K+,ABS,0,3,32,34,15,2,0.5,0,,2,submit_optimized.json;submit_v3.json,"HKT restricted Na+ and promoted K+ transport to shoots, maintaining K+/Na+. The expression levels of CAX, ACA, CML, CaM, and CDPK were higher in Qingyongjiu 195 than in 709."
2.6875,review,40,GENE-AFF-ABS,AFF,AsTCP053,GENE,salt stress,ABS,174,182,114,125,15,2,0.5,0,,13,submit_v15_glm.json;submit_v5.json,"and treatment periods showed significant differences in gene expression after drought and salt stress treatments. Genes AsTCP021, AsTCP033, AsTCP044, AsTCP053, and AsTCP058 showed significant expression changes under both treatments. AsTCP053 was significantly upregulated at 24 h of stress treatment and showed a more sensitive response to"
2.6875,review,127,MRK-CON-MRK,CON,SSR markers,MRK,genomic sequence,MRK,0,11,32,48,15,2,0.5,0,,0,submit_v9_clean.json;submit_v9_targeted.json,SSR markers were developed from genomic sequence comparison of Setaria genotypes. These SSR markers are highly polymorphic and effective.
2.675,review,91,CROSS-HAS-TRT,HAS,recombinant inbred lines,CROSS,primary root regrowth,TRT,289,313,264,285,14,2,0.5,0,,7,submit_v2.json;submit_v5.json,"e QTL on chromosomes 7C-17A, 13A, and 19A confer Al tolerance. They were identified using primary root regrowth of recombinant inbred lines from the cross between UFRGS 17 (Al tolerant) and UFRGS 930598-6 (Al sensitive)."
2.65,review,140,VAR-CON-VAR,CON,purple-leaved variety B100,VAR,B100,VAR,81,107,103,107,12,2,0.5,0,,3,submit_ensemble.json;submit_v6_rag.json,We screened germplasm and obtained purple plant varieties in foxtail millet. The purple-leaved variety B100 and the green-leaved control Yugu1 were studied. B100 accumulates anthocyanin in the leaf epidermis and has stronger stress tolerance.
2.65,review,367,VAR-CON-VAR,CON,sinrx1 mutants,VAR,wild types,VAR,95,109,244,254,12,2,0.5,0,,7,submit_ensemble.json;submit_v7_cicl_v2.json,iNRX1 gene in foxtail millet was knocked out using CRISPR/Cas9. The drought resistance of sinrx1 mutants was identified at the germination and seedling stages. Transcriptome sequencing and DIA quantitative proteomics of sinrx1 mutants and wild types under drought and control conditions at the seedling stage were performed to analyze the molecular mechanism of SiNRX1 regulating drought resistance.
2.65,review,14,VAR-CON-VAR,CON,101 oat genotypes,VAR,51 cultivars,VAR,0,17,58,70,12,2,0.5,0,,3,submit_v15_glm.json;submit_v5.json,101 oat genotypes were evaluated. The genotypes comprised 51 cultivars and 50 breeding lines from eight Canadian oat breeding programs. They were evaluated for seedling reactions to six common Pca races and to a bulk Pca inoculum in greenhouse tria
2.65,review,14,VAR-CON-VAR,CON,101 oat genotypes,VAR,50 breeding lines,VAR,0,17,75,92,12,2,0.5,0,,3,submit_v15_glm.json;submit_v5.json,101 oat genotypes were evaluated. The genotypes comprised 51 cultivars and 50 breeding lines from eight Canadian oat breeding programs. They were evaluated for seedling reactions to six common Pca races and to a bulk Pca inoculum in greenhouse trials. They were als
2.6375,review,303,CROP-CON-CROSS,CON,oat (Avena sativa L.),CROP,631 oat lines,CROSS,89,110,198,211,11,2,0.5,0,,0,submit_ensemble.json;submit_v6_rag.json,Oat crown rust is caused by Puccinia coronata f. sp. avenae. It is a major constraint to oat (Avena sativa L.) production. A genomewide association map of oat crown rust used 2972 SNPs genotyped on 631 oat lines for QTL mapping.
2.6,review,23,CROP-USE-BM,USE,sorghum,CROP,genomics,BM,48,55,22,30,8,2,0.5,0,,0,submit_v10_gemini.json;submit_v5.json,Molecular markers and genomics are essential in sorghum breeding. Next-generation sequencing enables genome-wide InDel identification and efficient construction of user-friendly PCR InDel markers.
2.5875,review,371,VAR-CON-QTL,CON,L-Tian,VAR,qSFW9,QTL,427,433,179,184,7,2,0.5,0,,6,submit_v2.json;submit_v5.json,"itions. Phenotypic variation explained (PVE) ranged from 4.16% to 20.42%. Six QTLs (qTB6, qSFW9, qJW9, qBrix2, qBrix10, qSTI-Brix9) were main effect QTLs controlling salt tolerance with PVE > 10%. qSFW9 and qJW9 colocalized in the marker interval SB5069-UGSM18. Their PVEs were 17.70% and 14.20%, respectively, with positive effects from L-Tian."
2.5875,review,371,VAR-CON-QTL,CON,L-Tian,VAR,qJW9,QTL,427,433,186,190,7,2,0.5,0,,6,submit_v2.json;submit_v5.json,"Phenotypic variation explained (PVE) ranged from 4.16% to 20.42%. Six QTLs (qTB6, qSFW9, qJW9, qBrix2, qBrix10, qSTI-Brix9) were main effect QTLs controlling salt tolerance with PVE > 10%. qSFW9 and qJW9 colocalized in the marker interval SB5069-UGSM18. Their PVEs were 17.70% and 14.20%, respectively, with positive effects from L-Tian."
2.5875,review,343,MRK-LOI-TRT,LOI,STS markers,MRK,resistance,TRT,168,179,39,49,67,1,0.25,0,,0,submit_v10_gemini.json,126 silicoDArT markers correlated with resistance to powdery mildew in oat conditioned by the Pm4 gene. 48 sequences were chosen for potential conversion into specific STS markers.
2.5875,review,343,MRK-LOI-TRT,LOI,silicoDArT markers,MRK,resistance to powdery mildew in oat,TRT,4,22,39,74,67,1,0.25,0,,0,submit_v11_nano.json,126 silicoDArT markers correlated with resistance to powdery mildew in oat conditioned by the Pm4 gene. 48 sequences were chosen for potential conversion into specific STS markers.
2.5875,review,378,MRK-LOI-TRT,LOI,SNP marker Pc94-SNP1a,MRK,map distances,TRT,4,25,103,116,67,1,0.25,0,,0,submit_v11_nano.json,The SNP marker Pc94-SNP1a was tested on two F-2:3 populations segregating for the resistance gene. The map distances between the SNP marker and Pc94 were 2.1 and 5.4 cM in the two populations.
2.5875,review,19,MRK-LOI-TRT,LOI,Seven markers,MRK,multiple traits,TRT,284,297,318,333,67,1,0.25,0,,4,submit_v2.json,"major and stable MTAs. Among the 39 MTAs, 29 are new, while 10 validate earlier studies. Seven markers are associated with multiple traits."
2.5875,review,175,MRK-LOI-TRT,LOI,marker,MRK,chasmogamous,TRT,5,11,30,42,67,1,0.25,0,,1,submit_v2.json,This marker identifies barley chasmogamous lines with large GOA. The two minor QTLs were validated at three locations across two seasons after removing DH lines carrying the candidate gene Cly1 of QGOA-2H-2.
2.5875,review,189,MRK-LOI-TRT,LOI,EST-SSR markers,MRK,sugar components,TRT,162,177,216,232,67,1,0.25,0,,3,submit_v2.json,"grain sorghum M71 and sweet sorghum SS79 was used. A genetic map with 157 AFLP, SSR, and EST-SSR markers was constructed. QTLs associated with sugar components (Brix, glucose, sucrose, total sugar content) and sugar-related agronomic traits (flowering date, plant height, stem diameter, tiller number per plant, fresh panicle weight,"
2.5875,review,204,MRK-LOI-TRT,LOI,Xtxp43,MRK,seedling vigor,TRT,117,123,149,163,67,1,0.25,0,,0,submit_v2.json,"notyped, and early-season field performance was measured for two years. The SQR allele of Xtxp43 had favorable effects on seedling vigor in both populations and on emergence in the Tx2794 population."
2.5875,review,204,MRK-LOI-TRT,LOI,Xtxp43,MRK,emergence,TRT,117,123,191,200,67,1,0.25,0,,0,submit_v2.json,"notyped, and early-season field performance was measured for two years. The SQR allele of Xtxp43 had favorable effects on seedling vigor in both populations and on emergence in the Tx2794 population."
2.5875,review,279,MRK-LOI-TRT,LOI,SNP marker,MRK,NP,TRT,4,14,5,7,67,1,0.25,0,,5,submit_v2.json,One SNP marker was associated with number of pods (NP) at p < 0.001. Fifty SNP markers were associated with pod weight (PWT) at p < 0.001. Four SNP markers were associated with average seeds per
2.5875,review,279,MRK-LOI-TRT,LOI,SNP markers,MRK,PWT,TRT,75,86,120,123,67,1,0.25,0,,5,submit_v2.json,One SNP marker was associated with number of pods (NP) at p < 0.001. Fifty SNP markers were associated with pod weight (PWT) at p < 0.001. Four SNP markers were associated with average seeds per pod (AVSPD) and pod length (PL) at p < 0.001. Five SNP markers were associated with pod width (PWDTH) at p < 0.001.
2.5875,review,279,MRK-LOI-TRT,LOI,SNP markers,MRK,AVSPD,TRT,75,86,200,205,67,1,0.25,0,,5,submit_v2.json,One SNP marker was associated with number of pods (NP) at p < 0.001. Fifty SNP markers were associated with pod weight (PWT) at p < 0.001. Four SNP markers were associated with average seeds per pod (AVSPD) and pod length (PL) at p < 0.001. Five SNP markers were associated with pod width (PWDTH) at p < 0.001.
2.5875,review,279,MRK-LOI-TRT,LOI,SNP markers,MRK,PL,TRT,75,86,223,225,67,1,0.25,0,,5,submit_v2.json,One SNP marker was associated with number of pods (NP) at p < 0.001. Fifty SNP markers were associated with pod weight (PWT) at p < 0.001. Four SNP markers were associated with average seeds per pod (AVSPD) and pod length (PL) at p < 0.001. Five SNP markers were associated with pod width (PWDTH) at p < 0.001.
2.5875,review,279,MRK-LOI-TRT,LOI,SNP markers,MRK,PWDTH,TRT,75,86,290,295,67,1,0.25,0,,5,submit_v2.json,One SNP marker was associated with number of pods (NP) at p < 0.001. Fifty SNP markers were associated with pod weight (PWT) at p < 0.001. Four SNP markers were associated with average seeds per pod (AVSPD) and pod length (PL) at p < 0.001. Five SNP markers were associated with pod width (PWDTH) at p < 0.001.
2.5875,review,98,MRK-LOI-TRT,LOI,CEDG304,MRK,resistance,TRT,11,18,59,69,67,1,0.25,0,,6,submit_v21_elite.json,"SSR marker CEDG304 on LG9 of yardlong bean associated with resistance. ICIM identified a major QTL, qCLS9.1, for resistance on LG9. qCLS9.1 accounted for 25.40-89.26% of disease score variation. qCLS9.1 is likely the same as QTL ALS10.1 conferring r"
2.5875,review,235,MRK-LOI-TRT,LOI,marker-trait associations (MTAs),MRK,adaptive traits,TRT,76,108,113,128,67,1,0.25,0,,2,submit_v5.json,"This study investigated ninety-five forage sorghum genotypes and identified marker-trait associations (MTAs) for adaptive traits, including yield and flowering, using genome-wide association studies (GWAS). Using 41,854 polymorphic SNPs, GWAS with GLM, MLM, and FarmCPU models analyzed fourteen adaptive"
2.5875,review,235,MRK-LOI-TRT,LOI,marker-trait associations (MTAs),MRK,yield,TRT,76,108,140,145,67,1,0.25,0,,2,submit_v5.json,"This study investigated ninety-five forage sorghum genotypes and identified marker-trait associations (MTAs) for adaptive traits, including yield and flowering, using genome-wide association studies (GWAS). Using 41,854 polymorphic SNPs, GWAS with GLM, MLM, and FarmCPU models analyzed fourteen adaptive traits. Population structu"
2.5875,review,235,MRK-LOI-TRT,LOI,marker-trait associations (MTAs),MRK,flowering,TRT,76,108,150,159,67,1,0.25,0,,2,submit_v5.json,"This study investigated ninety-five forage sorghum genotypes and identified marker-trait associations (MTAs) for adaptive traits, including yield and flowering, using genome-wide association studies (GWAS). Using 41,854 polymorphic SNPs, GWAS with GLM, MLM, and FarmCPU models analyzed fourteen adaptive traits. Population structure reveale"
2.5875,review,235,MRK-LOI-TRT,LOI,"41,854 polymorphic SNPs",MRK,adaptive traits,TRT,213,236,113,128,67,1,0.25,0,,2,submit_v5.json,"ninety-five forage sorghum genotypes and identified marker-trait associations (MTAs) for adaptive traits, including yield and flowering, using genome-wide association studies (GWAS). Using 41,854 polymorphic SNPs, GWAS with GLM, MLM, and FarmCPU models analyzed fourteen adaptive traits. Population structure revealed two subpopulation groups."
